num_of_new_concepts,Sequential model accuracy on normal images,Joint model accuracy on normal images,CNN model accuracy on normal images,Sequential model accuracy on adversarial images,Joint model accuracy on adversarial images,CNN model accuracy on adversarial images,Sequential model accuracy on normal images after adversarial training,Joint model accuracy on normal images after adversarial training,CNN model accuracy on normal images after adversarial training,Sequential model accuracy on adversarial images after adversarial training,Joint model accuracy on adversarial images after adversarial training,CNN model accuracy on adversarial images after adversarial training
0,0.9438694267515924,0.9470541401273885,0.9537221337579618,0.2878184713375796,0.1155453821656051,0.10330414012738853,0.8803742038216561,0.75109474522293,0.8680334394904459,0.5128383757961783,0.5868829617834395,0.5814092356687898
